index,class,tweet,clean_tweet
186,0,"""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" This is why there's black people and niggers",lmfaoooo i hate black people this is why there s black people and niggers
187,1,"""@Master11_: @20ToLife_ @GabrielaStarr How could u do this to me bitch"" potent",how could u do this to me bitch potent
188,2,"""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept.",a pissed lad past out i would lick his dirty soles while he slept
189,2,"""@MaxMayo77: http://t.co/PrrskknqRv"" love frat boy w/ soft long soles",love frat boy w soft long soles
190,2,"""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches.",sexy lad with hot soles and arches
191,1,"""@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes"" depends on the female i feel",thunduh nah fam i gotta cheat with the hoes depends on the female i feel
192,2,"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol",nojas vontethekidd 128079 128079 128079 128079 128588 i got hicks lol
193,1,"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch",this new twitter is confusing the shit out of me go back to south america bitch
194,1,"""@Miikito_x3: Toto means ass or vagina?""I think pussy cause toto santi is like nasty pussy",x3 toto means ass or vagina i think pussy cause toto santi is like nasty pussy
195,1,"""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!",but what if he actually does choose the ugly bitch over you 58381 her ass must be fat
196,1,"""@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;"" dis why i love miley :*",bitch couldn t kill my vibe if ya tried 127752 127752 127752 dis why i love miley
197,1,"""@Montrell_: I'm tired of bitches saying I look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody.",i m tired of bitches saying i look mean 128530 nigga you big af wear tight shirts and grim everybody
198,2,"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate",10 birds your grandkids may never see thanks to climate change climate
199,1,"""@MvckFadden: ""Stay beautiful you bitch""""",stay beautiful you bitch
200,1,"""@NICKIMINAJ: #WutKinda

r purple. Ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. But in still shitted on sum gurls",wutkinda r purple ceeeleee man this gurl was jus playin on the stupid hoe track but in still shitted on sum gurls
201,1,"""@NastyCopper: Money getting taller and bitches getting blurry""",money getting taller and bitches getting blurry
202,1,"""@NewsomeJade: I ain't never seen a bitch so obsessed with they nigga&#128514;"" I'm obsessed with mine &#128529;",i ain t never seen a bitch so obsessed with they nigga 128514 i m obsessed with mine 128529
203,1,"""@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP"" @J_Austin12 I meant to do this one. Smh.",ted33 kobe stay talking trash but let s not forget austin12 i meant to do this one smh
204,0,"""@NoChillPaz: ""At least I'm not a nigger"" http://t.co/RGJa7CfoiT""

Lmfao",at least i m not a nigger lmfao
205,1,"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol",fakingg people always asking me what i m mixed with she a bad asian bitch lol
206,0,"""@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo",whiteponyjr ariza is a snake and a coward but at least he isn t a cripple like your hero roach lmaoo
207,2,"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf",it aint so 8220 fosters home for imaginary trash 8221 whoa chill that show was everything tf
208,1,"""@OfficialReplay: I am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!",i am lowkey tired if you tired be quiet and go to sleep hoe
209,1,"""@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK""",8220 stop bringing weird niggers into my mentions 8221
210,1,"""@PRETTyBOSs_BRAt: We don't love these hoes &#128080;&#128581;""",brat we don t love these hoes 128080 128581
211,1,"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!""",if yo girl cant have homeboys you a ol weak bitch ass nigga
212,1,"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol""",palomino52 i think worst advice i gave you was don t be a pussy and speed up lol
213,1,"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy",quote this tweet with your favorite animal pussy
214,1,"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""",success i hate when strippers tell you they re dancers hoe ballet dancers don t pop their pussy to beethoven you a stripper
215,1,"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy &#128526;"" smh",andrewbryant poff has double vision after 2 beers poff double pussy 128526 smh
216,1,"""@Poobie_: When bitches TWERK on the computer....

ME: ""In ya &#128089;, in ya damn &#128089;&#8252;&#65039;""""",when bitches twerk on the computer me in ya 128089 in ya damn 128089 8252 65039
217,1,"""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!",8220 8220 prince this is art nobody takin his bitch
218,2,"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",61 of welfare government aid is claimed by white people so y all black slander is trash now
219,1,"""@QUAN1T0: These bitches don't care they just play that role.""",these bitches don t care they just play that role
220,1,"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""
@Iemonaids dis bitch in da wrong tree bro.",kaaat it took a while for you to find me but i was hiding in the lime tree dis bitch in da wrong tree bro
221,0,"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag",drakes new shoes that will be released by nike jordan yes there s glitter on the shoes dudes a fag
222,2,"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo",inna di ghetto you alone lmaoo
223,2,"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know",8220 hoes austin 8221 teach us austin i teach u how to get curved that s all i know
224,1,"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!",bitches can t cook but know how to suck dick s o to the ones that can do both
225,1,"""@RenegadeMo: Fat hoes get chose"" lol",fat hoes get chose lol
226,1,"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal",hoesaintloyal well they re hoes no one expects them to be loyal
227,1,"""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG",scrooge nevertrustt ol bitch ass
228,1,"""@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo",bruh im tired of niggas retweetin miley cyrus naked that bitch aint no types of bad lmaooo
229,1,"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you",just because tony romo at the mavs game dont mean he still not a bitch lmao fuk them cowgirls lol bitch fuck you
230,1,"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*",holy shit freddie highmore was in charlie and the chocolate factory me rolls on the floor laughing
231,1,"""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot",i don t want to have sex with my gf because i feel like i m using her anonymous whata faggot
232,1,"""@SexualGxfs: @ One of your followers with this &#128525;&#128553; http://t.co/F1TJl9xnCT"" @ somebody, bitch if you don't",one of your followers with this 128525 128553 somebody bitch if you don t
233,1,"""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!",jenkins if ya bitch always bitching clearly she care or just an annoying bitch
234,1,"""@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524;""",these catfish hoes thinkin they slick but niggas catching on 128524
235,1,"""@SheWentToJordan: Can't worry about a bitch that ain't worried bout me"" #real",can t worry about a bitch that ain t worried bout me real
236,1,"""@ShowArrive: Side hoes are for insecure niggas that can't handle a real one.""",side hoes are for insecure niggas that can t handle a real one
237,1,"""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;",stokes 128514 128514 128514 128514 rt 4 lmao this bitch come scooting in the tent like she about to fuck some shit up 128557 128557 128557
238,1,"""@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;""",stokes my cousin said he share hoes with his brothers he said sharing is caring and he love his brothers 128514
239,1,"""@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;""Broke hoe problems &#128514;&#128514;&#128514;&#128128;",probz i m hungry but ionn wanna spend my money on food 128530 broke hoe problems 128514 128514 128514 128128
240,1,"""@SmeegBaby: Dese hoes be LYIN to all of us nigga""",dese hoes be lyin to all of us nigga
241,1,"""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch",oh yeah fuck that bitch
242,2,"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",eli manning just threw his nfl leading 27th interception of the season lmao trash
243,2,"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch",usc senior rb anthony brown calls head coach steve sarkisian a racist and quits team 187 he s a bitch
244,1,"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy",guess what i also have zero time for your mansplaining adios stfu pussy
245,2,"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad",chilling 128069 8482 sexy scally lad
246,1,"""@Strap__: I ain't sharing no bitch if you mines you mines &#128175;""",i ain t sharing no bitch if you mines you mines 128175
247,1,"""@SukMySweetness: money only impress the simple broke bitches""",money only impress the simple broke bitches
248,1,"""@Sylvieamx: #Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht",pisces will never be anybody s bitch they don t let people control or change them rigghhht
250,2,"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",jonez tuku ho idk blah blah blah 128514 128514 128514
251,2,"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;",jonez i m not mad cuh hahaha suure tuku ho ita 128514 128514
252,1,"""@TayKnosBest: These hoes is crazy""",these hoes is crazy
253,1,"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:",babee you ain t ever gonna be a slice bitch kevin hart
254,1,"""@ThatniggaTroy: Oomf so fuckin fine tho &#128553; dam"" @ her, don't be no bitch.",oomf so fuckin fine tho 128553 dam her don t be no bitch
255,1,"""@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags",i wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter she probly sends nudes for fags
256,1,"""@TheNewSAT: #NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman""
@machinegunkelly",newsatquestions yeah bitch yeah bitch call me a maybe b steve o c later d jesse pinkman
257,1,"""@TheNymphoTweets: Hickies in between her thighs right by her pussy &gt;&gt;&gt;"" Its only right",hickies in between her thighs right by her pussy gt gt gt its only right
258,1,"""@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass.",luu would you still love me when i m no longer young and beautiful no ugly monkey ass
259,1,"""@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming",y all come through the front bitch i ain t coming
260,1,"""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH",faggot bitch
261,1,"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5",realist sam yea i m on my ipad i don t work this friday let s ball this faggot up i work 2 5
262,2,"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",this scally lad would get it
263,0,"""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger",gerryshalloweenparty halloween was yesterday stupid nigger
264,1,"""@TheoMaxximus: Chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5VgdssgI",chrus still supahot tho walks up to teacher with test drops test in that bitch fohead
265,1,"""@Thornton25: &#8220;@KantKeepAhBYTCH: I love eating pussy lol I never get full lol&#8221; I can eat that shit forever lol"" and ever.",8220 i love eating pussy lol i never get full lol 8221 i can eat that shit forever lol and ever
